"Contact Name","Opportunity Name","Opportunity Description","Opportunity Id","Created","Updated","Owner","Milestone","Probability","Estimated Value","Currency","EUR Value","Duration Basis","Duration","Value per Duration","Actual Close Date","Expected Close Date","Contact Id","Email","Phone","Address","Tags","Quotation","Product type","Region","Type of Client","Source of lead","Out of Scope","Lost Reason"
"Zain Enterprise FZE","ac en fan voor vrachtwagen","","10387848","2020-11-12","2020-11-12","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-12","","205095881","info@zainenterprisefze.net"," +971 6 5325241","Business Centre,, , Al shmookh Building,, , PO Box No. 3-28612,, , Sharjah, United Arab Emirates","","","","","","","",""
"Serve-Tech Container Specialist PTE Ltd","AC for 10ft x 8ft workshop container","","9568699","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102459","stryland@singnet.com.sg","(65) 6542 2318","19, Gul Street 4. Singapore 629243, Singapore","","geen, prijs in mail gestuurd","","","","","",""
"Goethe-Universität Frankfurt","AC for ether-waste storage room","","9775959","2020-07-10","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","202265053","","","Theodor-W.-Adorno-Platz 1, 60323 Frankfurt am Main, Germany","","2020GOETH01","","","","","",""
"Mohaz Engineering & Technology (M) Sdn Bhd","AC for Offshore Marine Equipement 2HP","","9645291","2020-06-08","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-19","","201101115",""," +60 6-330 0862","Lebuh Spa, 76450 Melaka, Malaysia","","2019MOHA01","","","","","","Became Stale"
"Izhar Construction Pvt Ltd","AC for sewerage drain channels","","10585359","2021-01-18","2021-01-18","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209934101",""," +92 21 111 323 111","P#55, Sec.28, Sector 28 Landhi Town, Karachi, Karachi City, Sindh, Pakistan, Pakistan","","","","","","","",""
"JCE Group","ac for workers cabin","","11006922","2021-05-06","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","214096600","info@jcegroup.com"," +44 (0)1224 798600","Blackburn Business Park, Aberdeen, AB21 0PS, United Kingdom, United Kingdom","","2021JCE01","","","","","",""
"Siam Chemical Industry","AC of refrigeration solution","","9569545","2020-05-17","2020-05-17","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102627","purchase@siamchem.com","Tel : 66-2-260-7400","Head Office : 159/34 SERM-MIT TOWER 20th Floor, Soi Asoke, Sukhumvit21 Road, Kwang North Klongtoey, Khet Wattana, Bangkok 10110 Thailand, Tel : 66-2-260-7400, Fax : 66-2-260-7408-9, Thailand","","","","","","","",""
"Multi Star Associates","AC Plant groot","","9731603","2020-06-29","2020-06-29","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-29","","201813406",""," +8802 9121945","Dhanmondi Tower (2nd Floor), House # 4/A, Road # 16(New), Dhaka-1209, Bangladesh","","","","","","","","No Authority"
"Aleef Trade International","AC plants Bangladesh coastguard","","10171431","2020-09-25","2020-09-25","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-25","","205376519","","","301, East Kazipara, Mirpur, Dhaka-1216, Bangladesh","","","","","","","",""
"Bao Nghi Techniques Service Trading Company","AC UL en class 1 div 1","","10657862","2021-02-05","2021-02-05","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-02-05","","210690613","","","No. 6, N10 Street, Mega Ruby Khang Dien, District 9, Ho Chi Minh city, Viet Nam, , Tel: 84 8 22530699 | Fax: 84 8 22530698, Vietnam","","","","","","","",""
"Novenco AS","AC unit switch board room 18kW + 5kw cabinets room incl back ups.","ze hadden geen atex nodig. en ook geen ip bleek later.","9762435","2020-07-07","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-07-31","","202180360","","","Karenslyst Allé 11, 0278 Oslo, Norway","","","","","","","",""
"Aits Ltd.","AC voor 220V en of 110V","","10192497","2020-10-01","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205717302","info@aits.systems"," +44 1952 872840","Unit 6, , Stafford Park 12, , Telford, , TF3 3BJ, United Kingdom","","2020AITS01","","","","","",""
"ThyssenKrupp Aufzugswerke GmbH","ac voor lift saudi arabie","","10658151","2021-02-05","2021-02-05","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210573599",""," +49 7158 120","Bernhäuser Str. 45, 73765 Neuhausen auf den Fildern, Germany","","2021AUFZUG01 en 02","","","","","",""
"Perenco Cameroun","AC zonder neutral","","10726771","2021-02-23","2021-02-23","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211356578",""," +237 233 40 76 20","Zone portuaire du Wouri , BP 1225 / BP 2214 , Douala, Cameroon","","","","","","","",""
"Engie Solutions","AC32225 PUZ-ZM200 en PAC-IF013 B-E naar ATEX zone 2","","10641805","2021-02-02","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102323",""," +32 3 235 11 44","Slachthuislaan 23 - 2060 Antwerpen - BELGIUM","","2021ENGIE04 en 05","","","","","",""
"Itelligent-Tech","Access Point","","9834695","2020-07-16","2021-05-11","Sander van Tienhoven","New","10%","","","","fixed","","","","","202452896","","","909, Grosvenor Business Bay Tower,, Burj Khalifa Street, Business Bay,, P. O. Box: 392716,, Dubai,, United Arab Emirates","","","","","","","",""
"NBTC-group","ADNOC Offshore Works at Das Island & Zirku Island Phase Project UAE","","10200778","2020-10-05","2020-10-15","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205846385","","","Kuweit, onduidelijk allemaal., Kuwait","","","","","","","",""
"ENVIBOW Norbert Weiß e.K.","AG20432, Jotec, container AC indoor zone 2","","9898107","2020-07-24","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202823970",""," +49 2206/911707","An den Gärten 15, , 51491 Overath, Germany","","2020ENVIO01","","","","","",""
"DalmatAng","AHU","","10275983","2020-10-26","2020-10-26","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","206822759","info@dalmatangola.com"," +244 222 746 045","3rd Floor, , Rua Frederich Welwitcha, , No. 83/85, , Maculusso, , Luanda, Angola","","","","","","","",""
"Sensorlogy GmbH","AHU system, rooftop 8kW?","","9648641","2020-06-09","2020-06-09","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-09","","201127226","","","Leopoldstraße 244, München, Bayern, 80807, Deutschland, Germany","","","","","","","",""
"SADOWSKA-MAZUREK SP. Z O.O.","air conditioner?","Is dit echt of spam? er zat een link bij. en die gaf aan dat het spam kon zijn. niet geopend. en ze had ook niet op mijn mail van vrijdag gereageerd. 

vreemd.","10060654","2020-08-24","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204009182",""," +48 (22) 8551306","ul. Jaworowa 18, 35-113 Rzeszow, POLAND., Poland","","","","","","","",""
"GB International INC","airco voor Zuid Korea via USA","We hebben niet het goede certificaat om te leveren aan Zuid-Korea.","9569542","2020-05-17","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-17","","200102636","grace.hwang@gbiworld.com","T: +1 (425) 643-0500","1800 112th Ave NE, Suite 302E, , Bellevue, WA 98004, USA","","","","","","","",""
"Jomatec Energy and Engineering Company Limited","alternatief/prijsvergelijking voor Artidor Toshiba","","10799317","2021-03-12","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212112748","info@jomatecenergyeng.com"," +447886944158","155, Moorside Road, Bromley Kent BR1 5ES, United Kingdom","","","","","","","",""
"Fugro","antenne","","10404964","2020-11-17","2021-05-11","Liesbeth van Tienhoven","Won","100%","","","","fixed","","","2020-11-18","","207970950",""," +31703111843","Veurse Achterweg 12, 2264 SG Leidschendam,, Netherlands","","WIFUGRO01","","","","","",""
"N.I.R.A.","antenne 4G/LTE","","10778143","2021-03-08","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211889889","info@nirainstruments.it"," +39 (0)39.24.97.856","N.I.R.A. S.r.l. Via A. Locatelli, 113 - 20853 Biassono (MB)  Italy, Italy","","2021NIRAI02","","","","","",""
"FERinstrumentie","atex AC 2kw bij 50 graden","","10606001","2021-01-22","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210112902","ferstrumenti@fer-strumenti.com"," +39 0362 231203","Via Ripamonti 58, Seregno (MB), Italy","","2021FER-INSTR01","","","","","",""
"Petrofac International Ltd","atex AC 8 a 9kw 60hz met circuit breaker mcb 2-pole","","10585214","2021-01-18","2021-01-18","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209933381","","","Aberdeen, United Kingdom","","","","","","","",""
"Mallinckrodt Pharmaceuticals","ATEX AC wil indicatie van de prijzen hebben","","11178355","2021-06-22","2021-06-22","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","216302140","","","College Business & Technology Park, Cruiserath, Blanchardstown, Dublin 15, Ireland, Ireland","","","","","","","",""
"Syook","atex access point","","10440561","2020-11-26","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208327504","","","180, 2nd B Cross 4th Main, Domlur Second Stage, Bengaluru, India -560071, India","","","","","","","",""
"Honeywell","atex accesspoint cisco","","10117679","2020-09-10","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204687927","","","","","","","","","","",""
"Eman Mohammed Oun Trading Est","atex air blower","","10765033","2021-03-04","2021-03-04","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-03-04","","211835161","","","PO Box # 122691,Al Khumra Area, Jeddah 21332, Kingdom of Saudi Arabia, Saudi Arabia","","","","","","","",""
"Kleh Systems e.K.","atex air conditioner voor container","","10138246","2020-09-16","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","204874159","","","Eichelbergring 44, , 63654 Büdingen, , Germany, Germany","","2020KLEH01","","","","","",""
"Ethos Energji","atex airco en fan","","10450445","2020-11-30","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200783240","info@ethosenerji.co"," +90 (0)265270103","Kartal/Instanbul, Turkey","","2020ETHOS04","","","","","",""
"SARL ALLEXPORT","ATEX alarm zone 1","","10861039","2021-03-29","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212701235","zaoum.allexport@gmail.com"," +33(0)4.72.46.06.64","4 Rue Pierre et Marie Curie, 38230 TIGNIEU-JAMEYZIEU, France","","","","","","","",""
"Dow Chemical Iberica","atex antenna","","10423919","2020-11-21","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208164292","","","Tarragona, Spain","","2020DOWCH01","","","","","",""
"Controller Area Network Solutions (M) Sdn Bhd","atex antenne","","9640978","2020-06-07","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201059976",""," +603-80616678; +603-80619678","30, Jalan Puteri 5/12, Bandar Puteri Puchong,, 47100 Puchong, Selangor, Malaysia","","WI2018CANS01","","","","","",""
"Aetech","atex antenne","","10060813","2020-08-24","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204012097","info@aetech.biz"," +34972405023","C. d'Amnistia Internacional, 22 · 17190 SALT (Girona), Spain","","","","","","","",""
"Bee2FireDetection SA","atex antenne","","10170297","2020-09-25","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205266473","info@bee2firedetection.com","(+351) 241330330","TagusValley, Edifício InovPoint, Sala 2.16,, 2200-062 Abrantes, Portugal","","","","","","","",""
"Monitor Systems Scotland Limited","atex antenne","","10438358","2020-11-25","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208306323","","","3 Merkland Road East, Aberdeen, AB24 5PS, United Kingdom","","2020MONITOR01","","","","","",""
"CENPES (voor Petrobas)","atex antenne","","10440209","2020-11-26","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208319686","","","Brazil","","2020CENPES01","","","","","",""
"Pharmatech","atex antenne","","10898314","2021-04-08","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102488",""," +44 (0) 1675467693","6 Forge Mills Park, Station Road, , Coleshill,, B46 1JH , England","","2021Pharmatech01","","","","","",""
"TNO","ATEX antenne","","11181759","2021-06-22","2021-06-22","Gido van Tienhoven","Proposal","50%","400.00","EUR","400.00","fixed","","400.00","","","216342072","","","Netherlands","","2021TNO01","Wifi Antenna","Western Europe","End-user","Ex-M website","",""
"National Grid Grain LNG Importation Terminal","atex antenne 4G","","11269970","2021-07-15","2021-07-27","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","217298047","","","Isle of Grain, Kent, ME3 0AB, United Kingdom","","2021NATIONALGRID","Wifi Antenna","Western Europe","End-user","Ex-M website","",""
"Air Liquide","ATEX antenne IIC (hydrogen application)","","9603943","2020-05-27","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","215.00","EUR","215.00","fixed","","215.00","","","200598233",""," +33 1 40 62 55 55","HEAD OFFICE, 75 quai d'Orsay, 75321 Paris cedex 07, France","","","","","","","",""
"i6 Group","atex antenne op proef verstuurd","","9917260","2020-07-30","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","203042445",""," +44 (0) 1252 757159","Farnborough Airport, , Ively Road, Farnborough, Hampshire GU14 6XA, United Kingdom","","","","","","","",""
"Felton B.V.","atex antenne voor AP305CX Extreme Networks","","10256851","2020-10-20","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","206572152",""," +31 (0)88 463 77 00","Databankweg 26-C, 3821 AL Amersfoort, Netherlands","","2020FELTON01","","","","","",""
"LK Netwerks","ATEX antennes","","9587163","2020-05-21","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102804","sales@lknetworks.co.kr","02 2109 5061","Ace Techno Tower 2e, 1001, 197-7 Guro-dong,, Korea, Republic of","","","","","","","",""
"ICS Technologies","atex antennes","","10226536","2020-10-12","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","206240705",""," +971 56 801 2896","United Arab Emirates","","2020ICST01","","","","","",""
"Adeptor AS","atex antennes 12 stuks","","10231077","2020-10-13","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","206309244","sales@adeptor.no"," +47 55 59 69 90","Carl Konows gate 34, , 5162 Laksevåg, Norway","","2020ADEPTOR01","","","","","",""
"Willoglen Services Pte Ltd.","ATEX antennes 250 x zone 1 en 50 x zone 2, grotere hoeveelheid","","9568438","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-05-16","","200102314","","(65) 6280 0437","103 Defu Lane 10, 05-01, Singapore 539223, Singapore","","geen","","","","","","Competition"
"NEXPA SA","atex antennes en wifi voor oil rig","","11280414","2021-07-16","2021-07-16","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","217341389","ventas@nexpa.com.ec","","NEXPA S.A. Dir: Jaime Castro Paredes Oe2-62 y David CaicedoQuito - Ecuador, Quito, Ecuador","","2021NEXPA02","Wifi Antenna","Other","Installer","Ex-M website","",""
"Bauer Kompressoren","atex beacon","","10459765","2020-12-02","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208548198",""," +44 1942 / 724 248","Unit 410 Haydock Lane, Haydock Industrial Estate, Saint Helens, Merseyside WA11 9TH, United Kingdom","","BEAC2020BAUER01","","","","","",""
"GMC HVAC AS","ATEX buiten 2 x 5kw of 1 x 10 kw multi met 2 binnenunits met offshore coating.","","10916681","2021-04-13","2021-05-18","Liesbeth van Tienhoven","Won","100%","","","","fixed","","","2021-05-18","","213292213",""," +47 51 84 80 00","Mekjarvik 5, NO-4072 Randaberg, Norway, Norway","","2021CMG01","","","","","",""
"Motor Oil Hellas Corinth Refineries SA","ATEX camera","","11216133","2021-07-01","2021-07-01","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200305478",""," +30.27410.48602 (ext. 2189)","71st klm old Nat.Rd Athens-Corinth, , Ag. Theodori – 20100 Corinth, Greece","","","Camera","Western Europe","End-user","Armadex Site","",""
"B.V. Marine Providoring Agencies M.P.A","ATEX camera quote 37734","","11336675","2021-08-02","2021-08-02","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","217867566","","","Tinnegieterstraat 15, Hoogvliet Rotterdam, 3194 AL, Netherlands","","OZC2021MARINEP01","Camera","Western Europe","Installer","Ex-M website","",""
"APAVE Business Unit Energy","ATEX cameras 3 x","","11205957","2021-06-29","2021-06-29","Liesbeth van Tienhoven","Won","100%","3897.00","EUR","3897.00","fixed","","3897.00","2021-06-29","","216669307","","","North Macedonia","","OIZC2021APAVE01","Camera","Eastern Europe","Installer","","",""
"ADNOC Abu Dhabi National Oil Company","ATEX Certification - NASR Field Ambulatory service car","","10226721","2020-10-12","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102428","","","Abu Dhabi National Oil Company, P.O. Box : 898. Abu Dhabi, United Arab Emirates","","","","","","","",""
